Name,Category,Latitude,Longitude,Price,Zipcode
Stella's,Caribbean,40.66536,-73.98929,$$,11215
The Tuck Room,Tapas/Small Plates,40.7066254,-74.00314050061166,$$,10038
Loring Place,Desserts,40.73293764919451,-73.99758608256435,$$$,10011
Lighthouse,Wine Bars,40.710871611836815,-73.95371897659477,$$,11211
Dirty French,French,40.72183,-73.98719,$$$,10002
Hot Space,Szechuan,40.64068,-74.00476,$$,11220
Toro Loco,Cocktail Bars,40.70421,-74.01208,$$,10004
Los Tacos No.1,Tacos,40.726157,-73.9946634,,
Barano,Pizza,40.710372,-73.96794,$$$,11249
Eataly NYC Flatiron,Italian,40.74200824886595,-73.98993910744127,$$,10010
Saraghina Pizzeria,Pizza,40.6837407,-73.9353473,$$,11233
Mari,Korean,40.76152,-73.99061,$$$$,10036
Glasserie,Mediterranean,40.7376154,-73.9560697,$$$,11222
Grand Banks,Bars,40.720328030830125,-74.01434500540704,$$$,10013
Joomak Banjum,Korean,40.74701,-73.98583,$$$$,10001
S&P,Sandwiches,40.741168,-73.99028,,
Bricolage,Vietnamese,40.67792,-73.97975,$$$,11217
Milu,Chinese,40.741084,-73.985324,$$,10010
Mémé Mediterranean,Mediterranean,40.736412,-74.00616,$$,10014
Cornbread Brooklyn,Soul Food,40.6704,-73.95489,$$,11216
Maison Yaki,French,40.67749,-73.96913,$$$,11238
Saga,American (New),40.70642,-74.007666,$$$$,10270
Take31,Korean,40.7463,-73.984809,$$,10016
Worthwild,Bars,40.74428,-74.00272,$$,10011
Ito,Sushi Bars,40.71330901722842,-74.01016682421009,,
The Grey Dog - Nolita,Coffee & Tea,40.7229699,-73.99576,$$,10012
The Rag Trader & Bo Peep Cocktail and Highball Store,Bars,40.75059,-73.98628,$$,10018
Chino Grande,American (New),40.71350664203596,-73.95855296810493,,
Plan B,Lounges,40.74769,-73.98735,$$,10001
Kettl,Tea Rooms,40.7296233,-73.95814229999999,,
White Maize,Venezuelan,40.6824378967285,-73.9931335449219,$$,11231
Sea Fire Grill,Seafood,40.754694494554826,-73.97222533963885,$$$,10017
Bazár Tapas Bar & Restaurant,Tapas/Small Plates,40.744449,-73.990068,$$$,10010
Maison Premiere,Seafood,40.7142634,-73.96166459999999,$$$,11249
Fette Sau,Barbeque,40.714066,-73.956327,$$,11211
Court Street Tavern,American (Traditional),40.677615,-73.99787,,
Hoek Pizza,Bars,40.6779064,-74.0169529,,
Senshi Ramen,Ramen,40.70426587096305,-74.00971724900641,,
The Esters,Cocktail Bars,40.72545,-73.94526,,
Skirt Steak,Steakhouses,40.74712,-73.99027,,
Taiwanese Yummy,Taiwanese,40.713,-74.0072,,
Lore,Indian,40.66316670737584,-73.9845233117843,,
Osteria Morini,Italian,40.7219179851303,-73.9976472073402,$$$,10012
Smith & Mills,Lounges,40.72018,-74.00991,$$,10013
Sweetbee,Cafes,40.682315,-73.960257,,
Pasta Louise Cafe,Italian,40.666091,-73.9787254,$$,11215
The Monkey King,Chinese,40.7064711,-73.9209643,$$,11237
Arden,American (New),40.6717311853659,-73.957878,,
Cooper's Craft & Cocktails,Gastropubs,40.742702,-74.000778,$$,10011
El Born,Spanish,40.7243479163883,-73.9512226101037,$$,11222
Threes Brewing,Venues & Event Spaces,40.6797218322754,-73.9821624755859,$$,11217
Yellow Rose,Tex-Mex,40.732575,-73.98806909999999,,
Ruthie's,American (New),40.68355,-73.992379,,
The Gray Mare,Cocktail Bars,40.726043,-73.989936,$$,10003
Wei Williamsburg,Chinese,40.7107868,-73.9542168,$$,11211
Fleming by Le Bilboquet,French,40.7653496594521,-73.9698017113384,,
Lobster Joint,Seafood,40.7354,-73.95528,$$,11222
Bedouin Tent,Middle Eastern,40.6869769801458,-73.984394049936,$$,11217
Avena UES,Italian,40.767957,-73.968759,,
Clinton Hall - FiDi,Bars,40.70803,-74.014869,$$,10006
Cheeseboat,Georgian,40.71994,-73.95791,$$,11249
Dept Of Culture,African,40.68718,-73.95079,,
Wasan Brooklyn,Japanese,40.6812605,-73.9768418,$$,11217
Sweet Chick,Southern,40.718371,-73.95733,$$,11211
Elephant & Castle,American (New),40.736214,-74.000729,$$,10011
Bar Verde,Mexican,40.7260849061034,-73.9897361397743,$$,10003
The Ten Bells,Wine Bars,40.70460372870194,-73.92394553953298,,
AGYRO,Turkish,40.69126,-73.99177,,
Hamilton's,Bars,40.64872,-73.97731,$$,11218
La Brasserie,French,40.74362,-73.98365,,
La Petite Joie,French,40.717711705769275,-73.9524272,,
Hillstone Restaurant,American (New),40.742666939835374,-73.98484186646938,$$$,10010
Hidden Leaf,Bars,40.7523775,-73.99826159999999,,
